EAN;TITRE UK;REF BEMS;GENRE;PVP;PA;STOCK;RELEASE DATE;DATE IN;PEGI;POIDS;EAN ASSOC;IMG2;IMG3;IMG4;IMG5;IMG6;DESC UK;LICENCE;FABRICANT;INTRASTAT;PAYS ORIGINE;TAILLE 
3664794151538;HARRY POTTER - Flowered Deathly Hollows - Women T-shirt (S);210716;La donna;19.99;8.63;5;;20220620;0;0.143;;;;;;;;Harry Potter;Cotton Division;6109-1000;IN;S 
3664794197222;MARVEL - Groot - Woman Sweatshirt (12 Years);210708;La donna;44.99;21.23;3;;20220620;0;0.44;;https://www.pro-bems.com/IMAGES/images_1/FIGWOGUGAMSW002/m/FIGWOGUGAMSW002_2.png;;;;;;Marvel;Cotton Division;6110-2091;CN;12A 
3664794197208;MARVEL - Groot - Woman Sweatshirt (8 Years);210706;La donna;44.99;21.23;2;;20220620;0;0.44;;https://www.pro-bems.com/IMAGES/images_1/FIGWOGUGAMSW002/m/FIGWOGUGAMSW002_2.png;;;;;;Marvel;Cotton Division;6110-2091;CN;8A 
3664794138218;THE MANDALORIAN - Unknow Species - Men T-shirt (XXL);210665;L'uomo;19.99;7.34;9;;20220620;0;0.143;;;;;;;;Star Wars;Cotton Division;6109-1000;FR;XXL 
3664794138201;THE MANDALORIAN - Unknow Species - Men T-shirt (XL);210664;L'uomo;19.99;7.34;23;;20220620;0;0.143;;;;;;;;Star Wars;Cotton Division;6109-1000;FR;XL 
3664794138195;THE MANDALORIAN - Unknow Species - Men T-shirt (L);210663;L'uomo;19.99;7.34;18;;20220620;0;0.143;;;;;;;;Star Wars;Cotton Division;6109-1000;FR;L 
3664794138188;THE MANDALORIAN - Unknow Species - Men T-shirt (M);210662;L'uomo;19.99;7.34;14;;20220620;0;0.143;;;;;;;;Star Wars;Cotton Division;6109-1000;FR;M 
3664794138171;THE MANDALORIAN - Unknow Species - Men T-shirt (S);210661;L'uomo;19.99;7.34;15;;20220620;0;0.143;;;;;;;;Star Wars;Cotton Division;6109-1000;FR;S 
0617885030611;Protection Case Pikachu Daydream  - Nintendo Switch;210632;;24.99;11.96;40;;20220805;0;0.219;0617885019616;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSCS0064/m/SWACCBDANSCS0064_2.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSCS0064/m/SWACCBDANSCS0064_3.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSCS0064/m/SWACCBDANSCS0064_4.jpg;;;;Pokemon;Power-A;9504-5000;CN; 
8718526389746;MUSHOKU TENSEI - Eris Boreas - Men's T-Shirt (XL);210621;L'uomo;19.99;8.00;1;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS745751MTS/m/FIGTS745751MTS_2.jpg;;;;;;Mushoku Tensei;Difuzed;6109-1000;IN;XL 
8718526389739;MUSHOKU TENSEI - Eris Boreas - Men's T-Shirt (L);210620;L'uomo;19.99;8.00;3;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS745751MTS/m/FIGTS745751MTS_2.jpg;;;;;;Mushoku Tensei;Difuzed;6109-1000;IN;L 
8718526389722;MUSHOKU TENSEI - Eris Boreas - Men's T-Shirt (M);210619;L'uomo;19.99;8.00;1;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS745751MTS/m/FIGTS745751MTS_2.jpg;;;;;;Mushoku Tensei;Difuzed;6109-1000;IN;M 
8718526389715;MUSHOKU TENSEI - Eris Boreas - Men's T-Shirt (S);210618;L'uomo;19.99;8.00;3;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS745751MTS/m/FIGTS745751MTS_2.jpg;;;;;;Mushoku Tensei;Difuzed;6109-1000;IN;S 
8718526389654;ATTACK ON TITAN - Season 4 - Men's T-Shirt (2XL);210612;L'uomo;19.99;8.00;3;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS714436ATT/m/FIGTS714436ATT_2.jpg;;;;;;Attack on Titan;Difuzed;6109-1000;IN;XXL 
8718526389647;ATTACK ON TITAN - Season 4 - Men's T-Shirt (XL);210611;L'uomo;19.99;8.00;4;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS714436ATT/m/FIGTS714436ATT_2.jpg;;;;;;Attack on Titan;Difuzed;6109-1000;IN;XL 
8718526389630;ATTACK ON TITAN - Season 4 - Men's T-Shirt (L);210610;L'uomo;19.99;8.00;8;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS714436ATT/m/FIGTS714436ATT_2.jpg;;;;;;Attack on Titan;Difuzed;6109-1000;IN;L 
8718526389616;ATTACK ON TITAN - Season 4 - Men's T-Shirt (S);210608;L'uomo;19.99;8.00;5;;20220914;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGTS714436ATT/m/FIGTS714436ATT_2.jpg;;;;;;Attack on Titan;Difuzed;6109-1000;IN;S 
8718526389593;ATTACK ON TITAN - Saison 4 Black - Men's T-Shirt (XL);210606;L'uomo;24.99;10.00;6;;20220914;0;0.22;;https://www.pro-bems.com/IMAGES/images_1/FIGTS118063ATT/m/FIGTS118063ATT_2.jpg;;;;;;Attack on Titan;Difuzed;6109-1000;IN;XL 
0617885030819;Wired Controller Kirby - Nintendo Switch;210598;;32.99;15.40;14;;20220720;0;0.282;0617885019913;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSGP0067/m/SWACCBDANSGP0067_2.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSGP0067/m/SWACCBDANSGP0067_3.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSGP0067/m/SWACCBDANSGP0067_4.jpg;;;;Nintendo;Power-A;9504-5000;CN; 
0617885006012;Wired Controller Pikachu vs. Meowth - Nintendo Switch;210596;;32.99;15.40;100;;20220819;0;0.282;;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSGP0039/m/SWACCBDANSGP0039_2.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSGP0039/m/SWACCBDANSGP0039_3.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANSGP0039/m/SWACCBDANSGP0039_4.jpg;;;;Pokemon;Power-A;9504-5000;CN; 
0617885045189;Wired Controller Pikachu High Voltage - Nintendo Switch;210594;;32.99;15.40;100;;20220720;0;0.282;0617885006418;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANGSP0041/m/SWACCBDANGSP0041_2.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANGSP0041/m/SWACCBDANGSP0041_3.jpg;https://www.pro-bems.com/IMAGES/images_1/SWACCBDANGSP0041/m/SWACCBDANGSP0041_4.jpg;;;;Pokemon;Power-A;9504-5000;CN; 
4580736402126;RE ZERO - Rem Twinkle Party - Statue PVC Noodle Stopper 14cm;210570;;27.99;15.92;7;;20230405;0;0.451;;https://www.pro-bems.com/IMAGES/images_1/FIGFRYU40212/m/FIGFRYU40212_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGFRYU40212/m/FIGFRYU40212_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGFRYU40212/m/FIGFRYU40212_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGFRYU40212/m/FIGFRYU40212_5.jpg;;;Re Zero;Furyu;9503-0021;CN; 
5010994152383;STAR WARS - Fifth Brother - Figure Retro Colection 10cm;210550;;16.99;10.20;6;;20220825;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGF57755X0/m/FIGF57755X0_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57755X0/m/FIGF57755X0_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57755X0/m/FIGF57755X0_4.jpg;;;;Star Wars;Hasbro;9503-0021;CN; 
5010994152376;STAR WARS - NED-B - Figure Retro Colection 10cm;210549;;16.99;10.20;7;;20220920;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGF57745X0/m/FIGF57745X0_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57745X0/m/FIGF57745X0_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57745X0/m/FIGF57745X0_4.jpg;;;;Star Wars;Hasbro;9503-0049;CN; 
5010994152369;STAR WARS - Grand Inquisitor - Figure Retro Colection 10cm;210548;;16.99;10.20;8;;20220825;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGF57735X0/m/FIGF57735X0_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57735X0/m/FIGF57735X0_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57735X0/m/FIGF57735X0_4.jpg;;;;Star Wars;Hasbro;9503-0021;CN; 
5010994152338;STAR WARS - Obi-Wan Kenobi (Wandering Jedi) - Figure Retro Col. 10cm;210546;;16.99;7.65;3;;20220825;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGF57705X0/m/FIGF57705X0_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57705X0/m/FIGF57705X0_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57705X0/m/FIGF57705X0_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGF57705X0/m/FIGF57705X0_5.jpg;;;Star Wars;Hasbro;9503-0021;CN; 
8718526154245;POKEMON - Mimikyu - Plush Novelty Cap;210544;MIX;29.99;15.00;13;;20221104;0;0.121;;;;;;;;Pokemon;Difuzed;6505-0030;CN;TUA 
8718526154382;POKEMON - Slowpoke - Plush Novelty Cap;210543;MIX;29.99;15.00;3;;20221104;0;0.121;;https://www.pro-bems.com/IMAGES/images_1/FIGNH318404POK/m/FIGNH318404POK_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGNH318404POK/m/FIGNH318404POK_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGNH318404POK/m/FIGNH318404POK_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGNH318404POK/m/FIGNH318404POK_5.jpg;;;Pokemon;Difuzed;6505-0030;CN;TUA 
8718526154405;POKEMON - Psyduck - Plush Novelty Cap;210542;MIX;29.99;15.00;8;;20221104;0;0.121;;;;;;;;Pokemon;Difuzed;6505-0030;CN;TUA 
3328170290197;NARUTO - Shopping Bag 40X45X20 CM;210537;;3.49;1.70;22;;20220616;0;0.435;;;;;;;;Naruto;;6305-3290;VN; 
4573102640802;GUNDAM - 1/72 HG Setsuro - Model Kit;210512;;36.99;18.60;7;;20230118;0;0.429;;https://www.pro-bems.com/IMAGES/images_1/FIGMK64080/m/FIGMK64080_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGMK64080/m/FIGMK64080_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGMK64080/m/FIGMK64080_4.png;https://www.pro-bems.com/IMAGES/images_1/FIGMK64080/m/FIGMK64080_5.png;https://www.pro-bems.com/IMAGES/images_1/FIGMK64080/m/FIGMK64080_6.png;;Gundam;Bandai Model Kit;9503-0035;CN; 
4573102636508;SWORD ART ONLINE - Asuna - Figure SAO 10th Anniv. Ichibansho 14cm;210509;;99.99;53.74;25;;20230118;0;0.446;;;;;;;;Sword Art Online;Banpresto;9503-0021;CN; 
8412497082094;POKEMON - Pokeball - Mug 3D - 15 Oz;210499;;19.99;9.99;100;;20220803;0;0.53;;;;;;;;Pokemon;Stor;6912-0023;CN; 
8412497082001;HARRY POTTER - Hogwarts Cauldron - Mug 3D - 16 Oz;210497;;19.99;8.49;29;;20220803;0;0.53;;;;;;;;Harry Potter;Stor;6912-0023;CN; 
8412497082025;MINNIE - Mug 3D - 12 Oz;210493;;19.99;8.49;12;;20220803;0;0.53;;;;;;;;DISNEY;Stor;6912-0023;CN; 
8412497082018;MICKEY - Mug 3D - 12 Oz;210492;;19.99;8.49;13;;20220803;0;0.53;;;;;;;;DISNEY;Stor;6912-0023;CN; 
8412497081875;DISNEY - Alice - Cheshire Cat - Mug 3D - 11 Oz;210490;;19.99;8.49;11;;20220803;0;0.53;;;;;;;;DISNEY;Stor;6912-0023;CN; 
8412497002740;STAR WARS - Glass bottle - Small Size 620ml;210487;;21.99;9.88;11;;20220706;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018437/m/FIG77840018437_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018437/m/FIG77840018437_3.jpg;;;;;Star Wars;Stor;9617-0000;CN; 
8412497040759;SQUID GAME - Glass bottle - Small Size 620ml;210486;;21.99;9.88;12;;20221007;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018438/m/FIG77840018438_2.jpg;;;;;;Serie TV;Stor;9617-0000;CN; 
8412497004584;POKEMON - Pikachu - Glass bottle - Small Size 620ml;210485;;21.99;9.88;1;;20220706;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840011341/m/FIG77840011341_2.jpg;;;;;;Pokemon;Stor;9617-0000;CN; 
8412497002542;MINNIE - Glass bottle - Small Size 620ml;210484;;21.99;9.88;13;;20220706;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018436/m/FIG77840018436_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018436/m/FIG77840018436_3.jpg;;;;;DISNEY;Stor;9617-0000;CN; 
8412497002443;MICKEY - Glass bottle - Small Size 620ml;210483;;21.99;9.88;11;;20220915;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018435/m/FIG77840018435_2.jpg;;;;;;DISNEY;Stor;9617-0000;CN; 
8412497003440;HARRY POTTER - Hogwarts - Glass bottle - Small Size 620ml;210482;;19.99;9.88;11;;20220706;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840011428/m/FIG77840011428_2.jpg;;;;;;Harry Potter;Stor;9617-0000;CN; 
8412497855018;BATMAN - Glass bottle - Small Size 620ml;210480;;21.99;9.88;14;;20220706;0;0.36;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018434/m/FIG77840018434_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018434/m/FIG77840018434_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018434/m/FIG77840018434_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018434/m/FIG77840018434_5.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018434/m/FIG77840018434_6.jpg;;DC Comics;Stor;9617-0000;CN; 
8412497040834;SQUID GAME - Plastic Bottle - Size 850ml;210478;;9.99;4.24;3;;20220706;0;0.35;;;;;;;;Serie TV;Stor;3923-3010;CN; 
8412497855650;BATMAN - Plastic Bottle - Size 850ml;210469;;9.99;4.24;10;;20220706;0;0.35;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018449/m/FIG77840018449_2.jpg;;;;;;DC Comics;Stor;3923-3010;CN; 
8412497170326;DISNEY - Bambi - Plastic Bottle - Size 850ml;210468;;9.99;4.99;100;;20220706;0;0.35;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018450/m/FIG77840018450_2.jpg;;;;;;DISNEY;Stor;3923-3010;CN; 
8412497005031;FANTASTIC BEASTS - Plastic Bottle - Size 850ml;210467;;9.99;4.24;23;;20220706;0;0.35;;;;;;;;Fantastic Beasts;Stor;3923-3010;CN; 
8412497040735;SQUID GAME - Glass bottle - Large Size 1030ml;210465;;25.99;11.09;10;;20220706;0;0.53;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018439/m/FIG77840018439_2.jpg;;;;;;Serie TV;Stor;9617-0000;CN; 
8412497035571;POKEMON - Pokeball - Glass Mug - 290 ml;210458;;19.99;8.72;25;;20220706;0;0.53;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018390/m/FIG77840018390_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018390/m/FIG77840018390_3.jpg;;;;;Pokemon;Stor;7013-3791;CN; 
8412497027378;MICKEY - Glass Mug - 290 ml;210457;;19.99;8.72;3;;20220706;0;0.53;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018389/m/FIG77840018389_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018389/m/FIG77840018389_3.jpg;;;;;DISNEY;Stor;7013-3791;CN; 
8412497020874;MARVEL - Iron Man - Glass Mug - 290 ml;210456;;19.99;8.72;35;;20221108;0;0.53;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018388/m/FIG77840018388_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018388/m/FIG77840018388_3.jpg;;;;;Marvel;Stor;7013-3791;CN; 
8412497035878;SUPER MARIO - Glass Mug - 290 ml;210455;;19.99;8.72;72;;20220706;0;0.53;;https://www.pro-bems.com/IMAGES/images_1/FIG77840018391/m/FIG77840018391_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG77840018391/m/FIG77840018391_3.jpg;;;;;Nintendo;Stor;7013-3791;CN; 
8718526146820;SPIDERMAN - Kids Snapback Cap;210453;Ragazzo bambino;19.99;10.00;8;;20220728;0;0.086;;https://www.pro-bems.com/IMAGES/images_1/FIGSB743625SPN/m/FIGSB743625SPN_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGSB743625SPN/m/FIGSB743625SPN_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGSB743625SPN/m/FIGSB743625SPN_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGSB743625SPN/m/FIGSB743625SPN_5.jpg;;;Marvel;Difuzed;6505-0030;CN;TUE 
8718526376067;SPIDERMAN - Short Sleeved Kids Hoodie (158/164);210444;Ragazzo bambino;39.99;16.00;3;;20220614;0;0.22;;https://www.pro-bems.com/IMAGES/images_1/FIGHD556442SPN/m/FIGHD556442SPN_2.jpg;;;;;;Marvel;Difuzed;6109-1000;IN;13A 
8718526376050;SPIDERMAN - Short Sleeved Kids Hoodie (146/152);210443;Ragazzo bambino;39.99;16.00;2;;20220614;0;0.22;;https://www.pro-bems.com/IMAGES/images_1/FIGHD556442SPN/m/FIGHD556442SPN_2.jpg;;;;;;Marvel;Difuzed;6109-1000;IN;11A 
8718526376043;SPIDERMAN - Short Sleeved Kids Hoodie (134-140);210442;Ragazzo bambino;39.99;16.00;3;;20220614;0;0.22;;https://www.pro-bems.com/IMAGES/images_1/FIGHD556442SPN/m/FIGHD556442SPN_2.jpg;;;;;;Marvel;Difuzed;6109-1000;IN;9A 
8718526376036;SPIDERMAN - Short Sleeved Kids Hoodie (122-128);210441;Ragazzo bambino;39.99;16.00;3;;20220614;0;0.22;;https://www.pro-bems.com/IMAGES/images_1/FIGHD556442SPN/m/FIGHD556442SPN_2.jpg;;;;;;Marvel;Difuzed;6109-1000;IN;7A 
4580779504696;DEMON SLAYER - Tengen Uzui - Figure Figurizma 15cm;210432;;39.99;19.74;1;;20230530;0;0.251;;;;;;;;Demon Slayer;Sega Goods;9503-0021;CN; 
4580779508878;Demon Slayer - Sanemi Hashira - Figure PM Perching 14cm;210430;;29.99;15.43;22;;20230530;0;0.25;;;;;;;;Demon Slayer;Sega Goods;9503-0021;CN; 
4580779501282;SPY X FAMILY - Loid Forger - Figure PM Perching 16cm;210426;;29.99;15.43;12;;20230412;0;0.25;;;;;;;;Spy x Family;Sega Goods;9503-0021;CN; 
5060948290630;STAR WARS - Obi-Wan Kenobi - Limited Edition Metal Ingot;210417;;23.99;12.61;10;;20221221;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGK-029/m/FIGK-029_2.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGK-029/m/FIGK-029_3.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGK-029/m/FIGK-029_4.jpeg;;;;Star Wars;Fanattik;8306-2900;XU; 
5060662468247;AMBLIN - 4 Iconic Movies - 4 Limited Edition Metal Ingots;210416;;70.99;26.49;9;;20221221;0;0.505;;https://www.pro-bems.com/IMAGES/images_1/FIGUV-AMB02/m/FIGUV-AMB02_2.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGUV-AMB02/m/FIGUV-AMB02_3.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGUV-AMB02/m/FIGUV-AMB02_4.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGUV-AMB02/m/FIGUV-AMB02_5.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGUV-AMB02/m/FIGUV-AMB02_6.jpeg;;Movie;Fanattik;8306-2100;CN; 
5060662469046;MAGIC THE GATHERING - Teferi - Silver Plated Card Collector;210415;;28.99;11.04;7;;20221221;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGHAS-MAG25/m/FIGHAS-MAG25_2.jpeg;https://www.pro-bems.com/IMAGES/images_1/FIGHAS-MAG25/m/FIGHAS-MAG25_3.jpeg;;;;;Magic the Gathering;Fanattik;8306-2900;CN; 
5060662469886;JURASSIC WORLD - Dinosaur Map - Art Print - Limited Edition 'A3';210407;;23.99;8.83;3;;20220713;0;0.153;;;;;;;;Jurassic Park;Fanattik;4911-9900;XU; 
5060662469862;JURASSIC WORLD - Raptor Country - Art Print - Limited Edition 'A3';210406;;23.99;8.83;9;;20220713;0;0.153;;;;;;;;Jurassic Park;Fanattik;4911-9900;XU; 
5060662469879;JURASSIC WORLD - Nevada Moutains - Art Print - Limited Edition 'A3';210405;;23.99;12.61;35;;20220713;0;0.153;;;;;;;;Jurassic Park;Fanattik;4911-9900;XU; 
5010994150488;STAR WARS - Luke Skywalker "Snowspeeder" -Figure Retro Coll. 10cm;210378;;19.99;9.01;46;;20221109;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGF55695L0/m/FIGF55695L0_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGF55695L0/m/FIGF55695L0_3.png;;;;;Star Wars;Hasbro;9503-0021;CN; 
5010994152062;STAR WARS - Obi-Wan Kenobi "Wandering Jedi" -Figure Vintage Coll. 10cm;210376;;19.99;12.01;2;;20220727;0;0.15;;https://www.pro-bems.com/IMAGES/images_1/FIGF44745X0/m/FIGF44745X0_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGF44745X0/m/FIGF44745X0_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGF44745X0/m/FIGF44745X0_4.png;https://www.pro-bems.com/IMAGES/images_1/FIGF44745X0/m/FIGF44745X0_5.png;https://www.pro-bems.com/IMAGES/images_1/FIGF44745X0/m/FIGF44745X0_6.png;;Star Wars;Hasbro;9503-0021;CN; 
4983164191837;DISNEY - Cinderella - Q Posket 14cm;210347;;31.99;16.12;12;;20230217;0;0.313;;https://www.pro-bems.com/IMAGES/images_1/FIGBP19183P/m/FIGBP19183P_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19183P/m/FIGBP19183P_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19183P/m/FIGBP19183P_4.jpg;;;;DISNEY;Banpresto;9503-0095;CN; 
4983164189704;MY HERO ACADEMIA - Shoto Todoroki The Tones - Figure Dioramatic 20cm;210344;;74.99;32.34;9;;20230217;0;0.796;;;;;;;;My Hero Academia;Banpresto;9503-0095;CN; 
4983164189698;MY HERO ACADEMIA - Todoroki The Brush Tones - Figure Dioramatic 20cm;210343;;74.99;32.34;14;;20230217;0;0.794;;;;;;;;My Hero Academia;Banpresto;9503-0095;CN; 
4983164189681;MY HERO ACADEMIA - Shoto Todoroki The Anime - Figure Dioramatic 20cm;210342;;74.99;40.42;38;;20230217;0;0.795;;;;;;;;My Hero Academia;Banpresto;9503-0095;CN; 
4983164189711;MY HERO ACADEMIA - Bakugo - Figure Super Master Stars Piece 20cm;210340;;87.99;47.29;40;;20230419;0;1.108;;https://www.pro-bems.com/IMAGES/images_1/FIGBP18971/m/FIGBP18971_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18971/m/FIGBP18971_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18971/m/FIGBP18971_4.jpg;;;;My Hero Academia;Banpresto;9503-0095;CN; 
4983164185188;UMAMUSUME : PRETTY DERBY - Silence Suzuka - Figure 18cm;210337;;34.99;14.18;24;;20230217;0;0.25;;https://www.pro-bems.com/IMAGES/images_1/FIGBP18518P/m/FIGBP18518P_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18518P/m/FIGBP18518P_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18518P/m/FIGBP18518P_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18518P/m/FIGBP18518P_5.jpg;;;Manga;Banpresto;9503-0095;CN; 
4983164185171;UMAMUSUME : PRETTY DERBY - Special Week - Figure 18cm;210336;;34.99;14.18;23;;20230217;0;0.246;;https://www.pro-bems.com/IMAGES/images_1/FIGBP18517P/m/FIGBP18517P_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18517P/m/FIGBP18517P_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18517P/m/FIGBP18517P_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP18517P/m/FIGBP18517P_5.jpg;;;Manga;Banpresto;9503-0095;CN; 
4983164190830;RE ZERO - Rem - Figure BAN CHRO EXQ 21cm;210335;;49.99;21.49;32;;20230217;0;0.319;;https://www.pro-bems.com/IMAGES/images_1/FIGBP19083P/m/FIGBP19083P_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19083P/m/FIGBP19083P_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19083P/m/FIGBP19083P_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19083P/m/FIGBP19083P_5.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19083P/m/FIGBP19083P_6.jpg;;Re Zero;Banpresto;9503-0095;CN; 
4983164177404;DEMON SLAYER - Zenitsu Agarsuma - Figure Grandista 24 cm REPROD;210334;;41.99;21.49;41;;20230217;0;0.72;;https://www.pro-bems.com/IMAGES/images_1/FIGBP17740V2/m/FIGBP17740V2_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP17740V2/m/FIGBP17740V2_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP17740V2/m/FIGBP17740V2_4.jpg;;;;Demon Slayer;Banpresto;9503-0095;CN; 
4983164176223;DEMON SLAYER - Tanjiro Kamado - Figure Grandista 24 cm REPROD;210333;;41.99;21.49;100;;20220622;0;0.654;;https://www.pro-bems.com/IMAGES/images_1/FIGBP17622V2/m/FIGBP17622V2_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP17622V2/m/FIGBP17622V2_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP17622V2/m/FIGBP17622V2_4.jpg;;;;Demon Slayer;Banpresto;9503-0095;CN; 
4983164163339;ONE PIECE - Portgas -Scultures big banpresto figure colosseum 9cm;210331;;38.99;19.67;34;;20230217;0;0.232;;https://www.pro-bems.com/IMAGES/images_1/FIGBP16333P/m/FIGBP16333P_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP16333P/m/FIGBP16333P_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP16333P/m/FIGBP16333P_4.jpg;;;;One Piece;Banpresto;9503-0095;CN; 
4983164191677;MY HERO ACADEMIA - Twice - Figure The Evil Villains 15cm;210312;;34.99;17.73;100;;20230217;0;0.214;;https://www.pro-bems.com/IMAGES/images_1/FIGBP19167P/m/FIGBP19167P_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19167P/m/FIGBP19167P_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBP19167P/m/FIGBP19167P_4.jpg;;;;My Hero Academia;Banpresto;9503-0095;CN; 
